ImageId,ClassName
f27632d7e5.jpg,water
efa87919ed.jpg,pizza-margherita-baked
4f169e8c8d.jpg,broccoli
a6956654bf.jpg,salad-leaf-salad-green
d99ce8c3bf.jpg,egg
0c2b1641a8.jpg,butter
3f7e5ed3a9.jpg,bread-white
ffcfba255c.jpg,butter
b0687e0bfc.jpg,bread-white
d6dc2e4278.jpg,bread-white
236b534c7c.jpg,apple
5fbcb6b69d.jpg,dark-chocolate
495410143a.jpg,bread-white
577a2f73c3.jpg,white-coffee-with-caffeine
16d301e694.jpg,sweet-pepper
d9579ddc0b.jpg,mixed-salad-chopped-without-sauce
463cd98cc7.jpg,tomato-sauce
6949a84f6d.jpg,cucumber
d67f1fd1ef.jpg,mixed-salad-chopped-without-sauce
27290ecf9c.jpg,cheese
f291c3f914.jpg,tomato-sauce
c09bdc598c.jpg,pasta-spaghetti
a648fb5a9d.jpg,rice
724ee81cc5.jpg,zucchini
6d7ed2b76f.jpg,salmon
7f82ff4c10.jpg,salad-leaf-salad-green
325530d767.jpg,mixed-vegetables
8c707edd77.jpg,salad-leaf-salad-green
4c2973d5f5.jpg,espresso-with-caffeine
ca254e6baa.jpg,banana
624bf4e243.jpg,strawberries
8692f9f346.jpg,mayonnaise
5b73040e90.jpg,bread-white
fb8f2c0d90.jpg,almonds
609741b4db.jpg,mixed-vegetables
472255cd62.jpg,bread-wholemeal
52060ef19b.jpg,wine-white
9dd16a0b02.jpg,wine-white
28000d9886.jpg,hard-cheese
50ab7c5f0c.jpg,wine-white
01a8d12fe9.jpg,ham-raw
bf69eed43a.jpg,bread-white
5bfff6ba36.jpg,ham-raw
f2841f29b3.jpg,tomato
9896fe9187.jpg,salad-leaf-salad-green
3985dc15aa.jpg,french-beans
a5d475f5c6.jpg,water
4a751dbc97.jpg,tomato
9ad46cfe27.jpg,sweet-pepper
fff8a2dc27.jpg,dark-chocolate
35e7efdd33.jpg,mandarine
ba3457d876.jpg,tomato
24d6e24f75.jpg,cheese
e58261b43c.jpg,cheese
54743d66c7.jpg,tomato
99d1df4cf7.jpg,bread-white
568d700401.jpg,wine-white
4b0f2ed984.jpg,apple
cdb2c24f7d.jpg,banana
26dad762ce.jpg,strawberries
77f76a9cab.jpg,water
14fca06ca3.jpg,wine-red
ad6ff8ca97.jpg,mixed-vegetables
9ed5a29524.jpg,potatoes-steamed
bc5f1ee494.jpg,wine-red
d61edc9bd1.jpg,mixed-vegetables
8e402fe113.jpg,wine-white
b65b138f15.jpg,croissant
1c02b9bc07.jpg,carrot
0e91243c01.jpg,espresso-with-caffeine
84abd62391.jpg,salami
bfcc657aaf.jpg,cheese
fd56c169a5.jpg,zucchini
5121d2c9aa.jpg,boisson-au-glucose-50g
06102bd2b6.jpg,bread-white
8894b77072.jpg,mixed-vegetables
412453655b.jpg,biscuits
825091b60d.jpg,corn
90395ad339.jpg,tomato
0f1a2a4e07.jpg,carrot
62b9683d2b.jpg,wine-red
48b3d1c89e.jpg,leaf-spinach
8a713199f8.jpg,bread-wholemeal
0c0da4e479.jpg,egg
b096ca0e94.jpg,leaf-spinach
f2341a3f0f.jpg,rice
39554699ba.jpg,french-beans
8f00a00450.jpg,butter
2a29ddf37b.jpg,bread-white
bc3aa0a6fc.jpg,tea-green
10beda6de8.jpg,butter
f394e6cf7d.jpg,broccoli
9c8a68b1ab.jpg,strawberries
2f0a05116a.jpg,water
44bbf18aa4.jpg,butter
b922965d44.jpg,mixed-salad-chopped-without-sauce
fcdda7a809.jpg,salad-leaf-salad-green
433c3668fe.jpg,chips-french-fries
3b54b4beb4.jpg,parmesan
ffed232f5e.jpg,potatoes-steamed
e1881de5f2.jpg,broccoli
fe5b40cb68.jpg,wine-white
556056701a.jpg,tea-green
0aed1907bd.jpg,water
d4218ca97a.jpg,strawberries
1dac0eb186.jpg,strawberries
519859a131.jpg,mandarine
afe635ae4e.jpg,water
b75d97f37c.jpg,sweet-pepper
23f53a715d.jpg,almonds
f6245380c4.jpg,tomato
4e265ee2fd.jpg,beer
169ac69835.jpg,wine-red
dcc419dfc0.jpg,salad-leaf-salad-green
b396cf175f.jpg,water
42a8d7f157.jpg,wine-red
1152333c0f.jpg,potatoes-steamed
acd4ac474a.jpg,chips-french-fries
e21e24cde5.jpg,espresso-with-caffeine
5687cd41fd.jpg,strawberries
57a7225962.jpg,wine-red
c0681134e1.jpg,beer
032950ce48.jpg,dark-chocolate
95f1a02753.jpg,rice
37cc09b9ca.jpg,tea-green
88c848b4ce.jpg,pizza-margherita-baked
10e9530b87.jpg,apple
c19709bb6d.jpg,salad-leaf-salad-green
1a78e8be49.jpg,water
76a39798b1.jpg,wine-white
897bd88784.jpg,bread-white
194276b1a5.jpg,wine-red
62997c5960.jpg,bread-wholemeal
7333c37f11.jpg,water
c962d830d5.jpg,boisson-au-glucose-50g
14bf22d0e5.jpg,bread-french-white-flour
c57ba1c50d.jpg,water
b649a1ad62.jpg,wine-red
bcd94f15de.jpg,carrot
507de3a6f9.jpg,almonds
6eed6fa488.jpg,almonds
943edd2678.jpg,pizza-margherita-baked
9531962279.jpg,rice
71364694be.jpg,zucchini
a699b20ece.jpg,salmon
ee5f7b9519.jpg,coffee-with-caffeine
db85d1cc55.jpg,ham-raw
10f3aa9dc8.jpg,salad-leaf-salad-green
21ebeda23d.jpg,wine-white
65ab091463.jpg,espresso-with-caffeine
a6c1112530.jpg,water
762c76288e.jpg,wine-white
3aa20d2191.jpg,coffee-with-caffeine
47c6fdc1a7.jpg,leaf-spinach
9a84dc77ca.jpg,leaf-spinach
3703dedad7.jpg,cucumber
cb3a8f660c.jpg,mayonnaise
70adf81cdd.jpg,pizza-margherita-baked
dfc683f59b.jpg,butter
8e1615a82b.jpg,leaf-spinach
2cb2ecf2a2.jpg,bread-wholemeal
e343de1490.jpg,wine-red
aea00c1422.jpg,cucumber
6f41539ae6.jpg,hard-cheese
5569d1721b.jpg,hard-cheese
6ab88a0815.jpg,mixed-salad-chopped-without-sauce
5469ef52b5.jpg,chicken
da7cc09c6d.jpg,soft-cheese
b81d1e4fe2.jpg,sweet-pepper
770b6f938e.jpg,carrot
7827f05c9e.jpg,leaf-spinach
6271887cab.jpg,salad-leaf-salad-green
c9413bda05.jpg,dark-chocolate
aca44a8ec4.jpg,almonds
892f514ef9.jpg,mixed-vegetables
a9bd8d4550.jpg,cheese
a97037d046.jpg,coffee-with-caffeine
3197036bcc.jpg,tea
cf6cb3ae4e.jpg,apple
70ba931198.jpg,potatoes-steamed
c78a8fe4e8.jpg,carrot
303ffdaefa.jpg,egg
ccadc33147.jpg,salad-leaf-salad-green
413882fa60.jpg,butter
e8550e9807.jpg,chips-french-fries
2607ee7bf9.jpg,zucchini
69999d426b.jpg,salad-leaf-salad-green
7751de8a89.jpg,parmesan
f3269e6dd6.jpg,tomato-sauce
e35d83ecce.jpg,espresso-with-caffeine
10b555b3f6.jpg,wine-white
9820ce54a6.jpg,biscuits
120f1fe9c4.jpg,salad-leaf-salad-green
662c706587.jpg,mayonnaise
973e7c0f2d.jpg,chicken
41c90178b6.jpg,salad-leaf-salad-green
44a6639b7e.jpg,carrot
6e974def69.jpg,chicken
28fd8b8bab.jpg,potatoes-steamed
c4435882ce.jpg,tomato-sauce
647631403c.jpg,salad-leaf-salad-green
6b444280b5.jpg,potatoes-steamed
623339e1a9.jpg,cheese
85f2abba9a.jpg,pasta-spaghetti
815c3e59f4.jpg,butter
a0b9ba917f.jpg,tea
8c789c0223.jpg,cheese
c084141ebb.jpg,bread-white
bb2ffd7e2a.jpg,broccoli
420124c5a1.jpg,water
052a567517.jpg,avocado
57f45014f4.jpg,espresso-with-caffeine
605d32da8b.jpg,coffee-with-caffeine
971e96d0d8.jpg,bread-sourdough
f848c1ee04.jpg,wine-white
f76fcf5bd5.jpg,zucchini
e1884af803.jpg,sweet-pepper
17e334be90.jpg,potatoes-steamed
75442729da.jpg,gruyere
4820d3f973.jpg,mixed-vegetables
696c67a652.jpg,broccoli
12a64e2393.jpg,chicken
d21949386a.jpg,egg
02f8d2b22e.jpg,salad-leaf-salad-green
530d7510b4.jpg,sweet-pepper
3eaa9edc51.jpg,carrot
95f73d7aa1.jpg,corn
da40fcbfbe.jpg,rice
70f4343cd7.jpg,chicken
602fbb3c5f.jpg,chips-french-fries
14ecb72e42.jpg,salad-leaf-salad-green
92c3b49550.jpg,espresso-with-caffeine
8348dca0ca.jpg,espresso-with-caffeine
3029ffade0.jpg,bread-white
5c790ad601.jpg,butter
b287bc1d9e.jpg,white-coffee-with-caffeine
db9c373cdc.jpg,banana
c0a18ae706.jpg,bread-white
8583fe8c3f.jpg,espresso-with-caffeine
8cb29ef5a2.jpg,apple
16a7b1b7c0.jpg,coffee-with-caffeine
060abce118.jpg,tomato-sauce
f70fdb0174.jpg,salad-leaf-salad-green
c4ef711f8a.jpg,sweet-pepper
07e8a93262.jpg,zucchini
7452c582a3.jpg,sweet-pepper
8166dfb84d.jpg,sauce-savoury
c6aebae778.jpg,chips-french-fries
6048b89869.jpg,broccoli
152f88a4e0.jpg,water
bcc2498e33.jpg,leaf-spinach
1d9be3e1b3.jpg,tomato
1c026dd974.jpg,chicken
e95b0c8d61.jpg,salad-leaf-salad-green
2637d6fb25.jpg,carrot
2a249ca555.jpg,corn
d148a67bcc.jpg,sweet-pepper
28ce0050bf.jpg,dark-chocolate
00d3467376.jpg,strawberries
bc1de41d7e.jpg,sweet-pepper
5ce31cd43f.jpg,apple
6a75c7f9c5.jpg,pizza-margherita-baked
41e6b0293d.jpg,chips-french-fries
65e82d1b9a.jpg,cucumber
59241a6d64.jpg,wine-red
66c1cd40d5.jpg,avocado
bbbb4fc60c.jpg,salad-leaf-salad-green
026063293a.jpg,broccoli
5ba814a893.jpg,potatoes-steamed
f4b9d4094b.jpg,french-beans
534c4b9c51.jpg,ham-raw
3969567bff.jpg,wine-red
cb02523155.jpg,cheese
abe6f0623c.jpg,strawberries
1419dfa6ab.jpg,butter
5bb047ab23.jpg,bread-wholemeal
a7673a0bf6.jpg,bread-wholemeal
6afcc8ee36.jpg,white-coffee-with-caffeine
d2a2392e1c.jpg,honey
5a170a89c1.jpg,butter
f5cc2c6a3c.jpg,banana
fa6403d631.jpg,egg
7c2f5992f3.jpg,bread-wholemeal
97633085e6.jpg,croissant
4a95773e47.jpg,salad-leaf-salad-green
28508123a2.jpg,potatoes-steamed
af22096c02.jpg,ham-raw
c63b3471c9.jpg,espresso-with-caffeine
ec158093a6.jpg,zucchini
c6252ee7f0.jpg,potatoes-steamed
1d070f4df7.jpg,corn
a4b7113586.jpg,mixed-salad-chopped-without-sauce
733b1c6936.jpg,rice
42f5a92b93.jpg,parmesan
8d4b9c9727.jpg,espresso-with-caffeine
207264e3ae.jpg,strawberries
a27800fed9.jpg,almonds
fc28d8654c.jpg,espresso-with-caffeine
c78147ee9f.jpg,salad-leaf-salad-green
c3cf5f50c0.jpg,broccoli
928dbf7e90.jpg,chicken
e4db32d158.jpg,tomato
beeab9cfd5.jpg,leaf-spinach
3187d32a4b.jpg,egg
bf83afad2d.jpg,salad-leaf-salad-green
caddf03308.jpg,coffee-with-caffeine
e128bbbcf5.jpg,strawberries
f1ec570201.jpg,gruyere
761762d7e0.jpg,banana
c3f7758974.jpg,bread-wholemeal
88ac830f88.jpg,pizza-margherita-baked
c4e930879c.jpg,banana
a11c0305ef.jpg,coffee-with-caffeine
c4d654695f.jpg,croissant
3bcf0c34b0.jpg,hard-cheese
87d6cc8a51.jpg,ham-raw
008a4ea1f6.jpg,salami
bbc4954c58.jpg,bread-wholemeal
6171a01e2a.jpg,coffee-with-caffeine
1532d3e27f.jpg,butter
c0061c144d.jpg,ham-raw
aba71a680a.jpg,bread-wholemeal
4b9a975158.jpg,strawberries
c5a4007201.jpg,mixed-vegetables
67357886a9.jpg,leaf-spinach
3a33b36c77.jpg,ham-raw
6e8df35d45.jpg,white-coffee-with-caffeine
ef5df0e280.jpg,water
9c4400ef01.jpg,honey
216a7e8277.jpg,bread-sourdough
f13d7acb9a.jpg,bread-french-white-flour
8da597751f.jpg,water
cdfafd5f2f.jpg,potatoes-steamed
b8ce4214d4.jpg,water
1c18c84cc2.jpg,chicken
85e20986d8.jpg,salad-leaf-salad-green
7a3d5dbfad.jpg,coffee-with-caffeine
4896003943.jpg,bread-wholemeal
a8e5a4963d.jpg,mixed-vegetables
efc2a7ce67.jpg,coffee-with-caffeine
206c0012da.jpg,egg
b09928df19.jpg,tomato-sauce
d565af0d7b.jpg,pasta-spaghetti
37cc3bdce5.jpg,salad-leaf-salad-green
cbc51f51f5.jpg,beer
63113df09c.jpg,potatoes-steamed
8450b58a78.jpg,mixed-vegetables
62a9b28d43.jpg,chicken
7e30ed7e57.jpg,wine-white
984f56f7bd.jpg,potatoes-steamed
451b61b65e.jpg,tomato-sauce
f655ec42f7.jpg,wine-white
178abea46f.jpg,potatoes-steamed
e83e94abad.jpg,soft-cheese
cbaacf7b9e.jpg,egg
99b4b3285d.jpg,water
6c3093ed09.jpg,bread-white
5d0b800cba.jpg,butter
a3122986be.jpg,chips-french-fries
ac204b0ae1.jpg,apple
443ecf7ad8.jpg,wine-red
694a2b6b8b.jpg,wine-red
8095486820.jpg,tomato
29d3789d14.jpg,mixed-salad-chopped-without-sauce
e7ef7d4cc9.jpg,mixed-nuts
ac74653d2b.jpg,sauce-savoury
4c2610920c.jpg,zucchini
5f4443c8b1.jpg,corn
2fb6d3f855.jpg,pizza-margherita-baked
849af445d6.jpg,cheese
f967db62ee.jpg,butter
ff858ccba0.jpg,bread-wholemeal
11a021fe80.jpg,jam
f88dbd790c.jpg,tea
ccf711bc36.jpg,butter
8c26f76d70.jpg,bread-sourdough
99dd144424.jpg,strawberries
4d2a6381f1.jpg,pasta-spaghetti
30d5a8579d.jpg,bread-white
1e0ce23178.jpg,water
98260825d9.jpg,coffee-with-caffeine
657cda9a3a.jpg,dark-chocolate
4d50dc6b23.jpg,bread-white
7ccffae4e7.jpg,cheese
5221c67cff.jpg,jam
b9cb348cf1.jpg,tomato-sauce
ed4961f803.jpg,pasta-spaghetti
025710bbee.jpg,sweet-pepper
3e5c326bb1.jpg,wine-red
b4ffc6bd3d.jpg,salami
267c6c0b40.jpg,water
6f8deaccb7.jpg,french-beans
eba8761942.jpg,salad-leaf-salad-green
b937fd5473.jpg,mandarine
3b75dd1d39.jpg,sweet-pepper
ec71699027.jpg,chicken
0e063576da.jpg,salad-leaf-salad-green
5f5e8735d6.jpg,sweet-pepper
6f88295a07.jpg,corn
74e5d82da4.jpg,carrot
6e178ada34.jpg,salad-leaf-salad-green
380bd1f591.jpg,salad-leaf-salad-green
7c27325e8b.jpg,carrot
3d14f9187d.jpg,bread-whole-wheat
de20e288e3.jpg,coffee-with-caffeine
cfeb5a048a.jpg,pizza-margherita-baked
d6f65bbb7d.jpg,pizza-margherita-baked
65f1fa019e.jpg,cucumber
070b28c535.jpg,tomato
b32f50ad10.jpg,chicken
a413778c2b.jpg,carrot
3c56f6105d.jpg,wine-red
25198ba70f.jpg,butter
cf25ec9371.jpg,bread-wholemeal
a470d68bcb.jpg,soft-cheese
15b27c2f8d.jpg,wine-red
83cfc28549.jpg,bread-whole-wheat
a01b168691.jpg,egg
6763598da8.jpg,sweet-pepper
5ad628eb74.jpg,potatoes-steamed
6752c71068.jpg,salad-leaf-salad-green
1513833d46.jpg,pizza-margherita-baked
fc52610996.jpg,tomato
86464e8ce6.jpg,bread-white
8f6a6d3892.jpg,butter
dbad1951cd.jpg,espresso-with-caffeine
953395f7bf.jpg,hard-cheese
1f9a2b7699.jpg,bread-wholemeal
a1bca929c5.jpg,butter
bd66a352aa.jpg,jam
e28bddbd9a.jpg,bread-wholemeal
65a5d0c0a3.jpg,carrot
ff40ba4a48.jpg,mixed-salad-chopped-without-sauce
fe1a73becc.jpg,bread-white
7e16e2ea4d.jpg,water
6d9751ddac.jpg,espresso-with-caffeine
676d81c8e0.jpg,carrot
9787da93d4.jpg,mixed-salad-chopped-without-sauce
fd52241319.jpg,bread-white
0972e3014f.jpg,coffee-with-caffeine
ae17970d1c.jpg,bread-white
eaf24a277e.jpg,bread-wholemeal
6789f065c4.jpg,water
244e96cd25.jpg,water-mineral
ba15563501.jpg,jam
4aaf8c9ecf.jpg,butter
0c155a9bb3.jpg,bread-white
da67492b60.jpg,tea-green
90892f48eb.jpg,wine-red
8e7290eb6e.jpg,water
a46644b25a.jpg,avocado
8bb93e49a4.jpg,potatoes-steamed
cc981b72ef.jpg,tomato
bff307fedc.jpg,salmon
90c1f02989.jpg,wine-red
8113d099d1.jpg,bread-wholemeal
5fa7cc7382.jpg,mixed-salad-chopped-without-sauce
e036a235d6.jpg,chips-french-fries
1ecdc37579.jpg,water-mineral
845be65700.jpg,apple
c37fb5d239.jpg,water
563d1f31b5.jpg,banana
0472877349.jpg,espresso-with-caffeine
aa43069c77.jpg,avocado
5acf84bbdf.jpg,salad-leaf-salad-green
ecd3c84ab3.jpg,bread-sourdough
b4dffaae62.jpg,bread-wholemeal
4886ac7254.jpg,ham-raw
42a344392c.jpg,zucchini
b921ed8c84.jpg,chips-french-fries
fcb0331b16.jpg,bread-white
bbb818ece0.jpg,salad-leaf-salad-green
c68c4e29cf.jpg,bread-white
baa840e879.jpg,water
dadb055af5.jpg,strawberries
0154c38bb6.jpg,wine-red
5b23efd058.jpg,wine-red
813454072e.jpg,strawberries
5d5fedf55e.jpg,bread-wholemeal
10eb2caec3.jpg,coffee-with-caffeine
d0454f5524.jpg,bread-white
868634e545.jpg,bread-wholemeal
191e0e5634.jpg,jam
59bbf4bd60.jpg,water
6821ce64db.jpg,bread-white
67cd88f80f.jpg,white-coffee-with-caffeine
cceb5470db.jpg,croissant
a8b34c3740.jpg,jam
d71701269c.jpg,butter
e1cb246b11.jpg,bread-french-white-flour
0b94b01350.jpg,butter
03b43bc9fb.jpg,mayonnaise
82ee242cbf.jpg,corn
88cfe82233.jpg,cucumber
4dafe9221d.jpg,mayonnaise
d523824544.jpg,potatoes-steamed
4b91dc41e4.jpg,salmon
663b0e5630.jpg,cheese
db14d8095c.jpg,water
0c996adff0.jpg,strawberries
a6d13b72d1.jpg,salad-leaf-salad-green
0a54501d6d.jpg,bread-wholemeal
9e55195f7e.jpg,cucumber
d0d84dbfe2.jpg,tomato
3f0574b3af.jpg,bread-white
98c4840f81.jpg,water
edf9bbce46.jpg,mixed-vegetables
61bfb3e610.jpg,potatoes-steamed
3e3fa7434d.jpg,espresso-with-caffeine
90bdb87025.jpg,salad-leaf-salad-green
9dcdd84847.jpg,egg
c2c3d1eead.jpg,chips-french-fries
185f831143.jpg,espresso-with-caffeine
2b2ffd1553.jpg,mayonnaise
3422f2e704.jpg,wine-white
eaa483946d.jpg,water
76a0434137.jpg,corn
111dd26146.jpg,banana
e6cc6fcab6.jpg,avocado
eb8543d1a7.jpg,banana
784125d819.jpg,gruyere
d5b090db75.jpg,dark-chocolate
7a86187b39.jpg,bread-wholemeal
b9599e976e.jpg,espresso-with-caffeine
3cf3f587db.jpg,bread-white
28a830c6f1.jpg,carrot
3d4f2d975b.jpg,mixed-vegetables
520b8886fd.jpg,chicken
31e0cd7cf1.jpg,espresso-with-caffeine
2b10879be5.jpg,croissant
c1c231cbdb.jpg,carrot
7d6cc5dea0.jpg,potatoes-steamed
523712dc85.jpg,mixed-vegetables
e2b99f83dc.jpg,potatoes-steamed
4abb4ef156.jpg,mixed-vegetables
5225417ba0.jpg,mixed-salad-chopped-without-sauce
4d2ffd0feb.jpg,pizza-margherita-baked
a4e3190f9b.jpg,cucumber
0343900b12.jpg,mixed-salad-chopped-without-sauce
ed2b227e81.jpg,bread-white
f02c8f9741.jpg,carrot
88dae8b2ab.jpg,apple
4c6fd9bba8.jpg,coffee-with-caffeine
418de8b2d1.jpg,bread-white
76db40e813.jpg,butter
41cedc23c0.jpg,bread-white
a69c514d92.jpg,apple
a8170b720a.jpg,water
0a5a91df5d.jpg,apple
36257d015c.jpg,wine-red
6f4fc5fc91.jpg,butter
7fa13e245a.jpg,bread-white
4bf15512b6.jpg,rice
38233a3eb3.jpg,broccoli
ff8cfb0c96.jpg,zucchini
b0ead2623d.jpg,leaf-spinach
6402b39083.jpg,bread-white
9114b87b60.jpg,salad-leaf-salad-green
b4f6023161.jpg,egg
4c361a8589.jpg,salad-leaf-salad-green
6a0cc46712.jpg,butter
0a6d56ad7e.jpg,bread-white
0172ebf13e.jpg,croissant
92bb5b646a.jpg,coffee-with-caffeine
ff8dad1b09.jpg,chicken
797fdfc621.jpg,bread-sourdough
1543915780.jpg,mixed-salad-chopped-without-sauce
21c7b68e90.jpg,carrot
f5cacb3bcc.jpg,tomato
82d93dc327.jpg,avocado
f7b7232157.jpg,salad-leaf-salad-green
2b2958cf63.jpg,chicken
e771290c42.jpg,bread-wholemeal
883f32e3cd.jpg,strawberries
8bd9acca0b.jpg,carrot
8cfc6dd3fc.jpg,strawberries
25984d494f.jpg,bread-wholemeal
16ae376a5b.jpg,salad-leaf-salad-green
176054336c.jpg,rice
7f879e6bd4.jpg,water
73781e1d8b.jpg,chicken
2e96784c12.jpg,broccoli
0ae774dc87.jpg,leaf-spinach
4f74301d07.jpg,bread-white
619b9748cc.jpg,coffee-with-caffeine
d9d78f09bc.jpg,espresso-with-caffeine
c3d1b2c16b.jpg,water
994693ba05.jpg,salad-leaf-salad-green
245f3a6892.jpg,ham-raw
37e2ac0aec.jpg,sweet-pepper
7bfa16df85.jpg,potatoes-steamed
fb6b845568.jpg,rice
5620d99f88.jpg,pasta-spaghetti
8377c5d0af.jpg,apple
549529cd25.jpg,mixed-salad-chopped-without-sauce
9dea0393b2.jpg,bread-white
09c7129d67.jpg,cheese
2490a4f7c8.jpg,chips-french-fries
124ae0d691.jpg,salad-leaf-salad-green
4111b20728.jpg,zucchini
91763f75c8.jpg,rice
6ce5049e3c.jpg,bread-white
d3ae872fd4.jpg,rice
7f86538962.jpg,wine-red
e14dbf21b9.jpg,bread-white
5f769aac7d.jpg,boisson-au-glucose-50g
6e11632746.jpg,butter
e74498c061.jpg,bread-white
77363e387b.jpg,banana
903284d808.jpg,white-coffee-with-caffeine
4574f8dd81.jpg,water
9e6d7e2b84.jpg,carrot
48557a75aa.jpg,bread-white
54294e77ce.jpg,mixed-salad-chopped-without-sauce
d8a1facacb.jpg,mixed-salad-chopped-without-sauce
a17ffaffcb.jpg,strawberries
ec26c5f784.jpg,mixed-nuts
74473dca09.jpg,cucumber
f053caf0f9.jpg,bread-white
bf3ece97bd.jpg,coffee-with-caffeine
f14d9648f9.jpg,bread-white
01246743a3.jpg,tomato
faea3fd689.jpg,salad-leaf-salad-green
de26a23731.jpg,salad-leaf-salad-green
9a5b9bf11a.jpg,carrot
d9aba38d61.jpg,chips-french-fries
d762ff4fd3.jpg,tomato
239a986f23.jpg,water
2d9494b28b.jpg,dark-chocolate
21f862c251.jpg,water
854282db78.jpg,ham-raw
9ea7bca3e1.jpg,apple
d1565ba6c9.jpg,tomato
45941c315c.jpg,wine-red
a8b91e3a41.jpg,tea
8213858107.jpg,beer
369470fd3d.jpg,bread-white
8c03703f01.jpg,hard-cheese
ebfe6b53f8.jpg,mixed-vegetables
ec8c6485bd.jpg,chips-french-fries
4f9188cfec.jpg,dark-chocolate
dbefa45642.jpg,water-mineral
200037789b.jpg,strawberries
05b77a2004.jpg,rice
ad8dced627.jpg,bread-white
c40e77e400.jpg,water
592245eac1.jpg,tomato-sauce
c9f14b4e8b.jpg,mixed-vegetables
06421fcbec.jpg,coffee-with-caffeine
819c96854f.jpg,tea
11b8f9650b.jpg,boisson-au-glucose-50g
5ae213e8e3.jpg,bread-sourdough
cb17702787.jpg,water
0a3f6a6ef8.jpg,espresso-with-caffeine
bc27f825b2.jpg,butter
0de6c772d2.jpg,bread-white
416b3e8688.jpg,water
357530eb09.jpg,banana
dcf63e5a05.jpg,coffee-with-caffeine
29ef84033d.jpg,espresso-with-caffeine
64da9ba11c.jpg,bread-white
c16a090f7b.jpg,butter
7a0df2dfa1.jpg,soft-cheese
9b58f4cf53.jpg,water
5245cffff8.jpg,salad-leaf-salad-green
8dc0d7014d.jpg,egg
8917342538.jpg,bread-wholemeal
acec42a855.jpg,tea
00315cafb6.jpg,carrot
1f428385af.jpg,chips-french-fries
e790bef4f6.jpg,water
0c3555ed6f.jpg,water
d5a0029750.jpg,carrot
5aaaa7df6d.jpg,coffee-with-caffeine
d2a785efff.jpg,mixed-salad-chopped-without-sauce
7667f9aedf.jpg,water
55bcf1162f.jpg,dark-chocolate
b5e8686436.jpg,bread-wholemeal
f8bdf4197a.jpg,coffee-with-caffeine
b56b2e3628.jpg,salad-leaf-salad-green
7b80dad7a0.jpg,tomato
f99e42b1de.jpg,ham-raw
491eeeec25.jpg,bread-white
bea0e5ca5c.jpg,water
